fecha,hora,nombre,numero
2025-10-05,11:30 AM,BISONTE,70
2025-10-05,10:30 AM,CHIGUIRE,44
2025-10-05,09:30 AM,CALAMAR,79
2025-10-05,08:30 AM,CANGURO,41
2025-10-04,07:30 PM,LOBO,66
2025-10-04,06:30 PM,ELEFANTE,29
2025-10-04,05:30 PM,IGUANA,24
2025-10-04,04:30 PM,PESCADO,33
2025-10-04,03:30 PM,BUEY,86
2025-10-04,02:30 PM,GALLINA,25
2025-10-04,01:30 PM,CAIMAN,30
2025-10-04,12:30 PM,CABALLO,12
2025-10-04,11:30 AM,HURON,90
2025-10-04,09:30 AM,DELFIN,0
2025-10-04,08:30 AM,RATON,08
2025-10-03,07:30 PM,ANTILOPE,78
2025-10-03,06:30 PM,CANGREJO,63
2025-10-03,05:30 PM,CARACOL,53
2025-10-03,04:30 PM,PATO,57
2025-10-03,03:30 PM,JIRAFA,35
2025-10-03,02:30 PM,PULPO,52
2025-10-03,12:30 PM,GORILA,72
2025-10-03,11:30 AM,LORO,97
2025-10-03,10:30 AM,LEON,05
2025-10-03,09:30 AM,LAPA,31
2025-10-03,08:30 AM,CAMELLO,22
2025-10-02,07:30 PM,CAIMAN,30
2025-10-02,06:30 PM,HAMSTER,85
2025-10-02,05:30 PM,TUCAN,42
2025-10-02,04:30 PM,COCODRILO,98
2025-10-02,03:30 PM,GAVIOTA,93
2025-10-02,02:30 PM,AGUILA,09
2025-10-02,12:30 PM,TORO,02
2025-10-02,11:30 AM,GARZA,45
2025-10-02,10:30 AM,BURRO,18
2025-10-02,09:30 AM,CAMARON,84
2025-10-02,08:30 AM,CUCARACHA,82
2025-10-01,07:30 PM,PUMA,46
2025-10-01,06:30 PM,BURRO,18
2025-10-01,05:30 PM,HURON,90
2025-10-01,04:30 PM,JAGUAR,68
2025-10-01,03:30 PM,PERRO,27
2025-10-01,02:30 PM,ESCARABAJO,95
2025-10-01,01:30 PM,AVESTRUZ,67
2025-10-01,12:30 PM,GALLINA,25
2025-10-01,11:30 AM,HIPOPOTAMO,73
2025-10-01,10:30 AM,HORMIGA,58
2025-10-01,09:30 AM,ELEFANTE,29
2025-10-01,08:30 AM,MARIPOSA,43
2025-09-30,06:30 PM,CABRA,87
2025-09-30,05:30 PM,CARNERO,01
2025-09-30,04:30 PM,PULPO,52
2025-09-30,03:30 PM,CAMELLO,22
2025-09-30,02:30 PM,CANARIO,50
2025-09-30,01:30 PM,OSO,16
2025-09-30,12:30 PM,CEBRA,23
2025-09-30,11:30 AM,CAMARON,84
2025-09-30,10:30 AM,GRILLO,54
2025-09-30,09:30 AM,CULEBRA,36
2025-09-30,08:30 AM,RANA,06
2025-09-29,07:30 PM,VENADO,34
2025-09-29,06:30 PM,TURPIAL,74
2025-09-29,05:30 PM,CAMELLO,22
2025-09-29,04:30 PM,ANGUILA,89
2025-09-29,03:30 PM,BUHO,83
2025-09-29,02:30 PM,BALLENA,0
2025-09-29,01:30 PM,GALLO,21
2025-09-29,12:30 PM,HAMSTER,85
2025-09-29,11:30 AM,ARDILLA,32
2025-09-29,10:30 AM,CIEMPIES,03
2025-09-29,09:30 AM,CAMALEON,60
2025-09-29,08:30 AM,HORMIGA,58
2025-09-28,06:30 PM,CABALLO,12
2025-09-28,05:30 PM,PANDA,61
2025-09-28,04:30 PM,CHIVO,19
2025-09-28,03:30 PM,PANTERA,59
2025-09-28,02:30 PM,PUERCOESPIN,48
2025-09-28,01:30 PM,BISONTE,70
2025-09-28,12:30 PM,LECHUZA,39
2025-09-28,11:30 AM,CACHICAMO,62
2025-09-28,10:30 AM,CARNERO,01
2025-09-28,09:30 AM,MURCIELAGO,80
2025-09-28,08:30 AM,PATO,57
2025-09-27,07:30 PM,JIRAFA,35
2025-09-27,06:30 PM,PAVO,17
2025-09-27,05:30 PM,LEON,05
2025-09-27,03:30 PM,TIGRE,10
2025-09-27,02:30 PM,GRILLO,54
2025-09-27,01:30 PM,CAIMAN,30
2025-09-27,12:30 PM,CANGURO,41
2025-09-27,11:30 AM,CISNE,92
2025-09-27,10:30 AM,LOBO,66
2025-09-27,09:30 AM,PALOMA,14
2025-09-27,08:30 AM,GAVILAN,64
2025-09-26,07:30 PM,PEREZA,49
2025-09-26,04:30 PM,ESCARABAJO,95
2025-09-26,03:30 PM,AVESTRUZ,67
2025-09-26,02:30 PM,COCODRILO,98
2025-09-26,01:30 PM,GORILA,72
2025-09-26,12:30 PM,PELICANO,51
2025-09-26,11:30 AM,PERRO,27
2025-09-26,10:30 AM,CHIVO,19
2025-09-26,09:30 AM,TORTUGA,37
2025-09-26,08:30 AM,GALLINA,25
2025-09-25,07:30 PM,PAUJIL,94
2025-09-25,06:30 PM,CAMARON,84
2025-09-25,05:30 PM,GUACAMAYA,71
2025-09-25,04:30 PM,RINOCERONTE,76
2025-09-25,03:30 PM,ZORRO,15
2025-09-25,02:30 PM,MONO,13
2025-09-25,01:30 PM,LAPA,31
2025-09-25,12:30 PM,AVISPA,40
2025-09-25,11:30 AM,BURRO,18
2025-09-25,10:30 AM,LORO,97
2025-09-25,09:30 AM,CARACOL,53
2025-09-25,08:30 AM,CUERVO,81
2025-09-24,07:30 PM,TIGRE,10
2025-09-24,06:30 PM,BUFALO,38
2025-09-24,05:30 PM,CAMELLO,22
2025-09-24,04:30 PM,CANARIO,50
2025-09-24,03:30 PM,CACHICAMO,62
2025-09-24,02:30 PM,PULPO,52
2025-09-24,01:30 PM,PUMA,46
2025-09-24,12:30 PM,PERRO,27
2025-09-24,11:30 AM,PUERCOESPIN,48
2025-09-24,10:30 AM,CAMALEON,60
2025-09-24,09:30 AM,TURPIAL,74
2025-09-24,08:30 AM,BISONTE,70
2025-09-23,07:30 PM,RINOCERONTE,76
2025-09-23,06:30 PM,GARZA,45
2025-09-23,05:30 PM,BUEY,86
2025-09-23,04:30 PM,BURRO,18
2025-09-23,03:30 PM,CABRA,87
2025-09-23,02:30 PM,OSO,16
2025-09-23,01:30 PM,GALLO,21
2025-09-23,11:30 AM,ANTILOPE,78
2025-09-23,10:30 AM,PEREZA,49
2025-09-23,09:30 AM,IGUANA,24
2025-09-23,08:30 AM,BUHO,83
2025-09-22,07:30 PM,GORILA,72
2025-09-22,06:30 PM,CISNE,92
2025-09-22,05:30 PM,CANGURO,41
2025-09-22,03:30 PM,VENADO,34
2025-09-22,02:30 PM,ESCARABAJO,95
2025-09-22,01:30 PM,BALLENA,0
2025-09-22,12:30 PM,JAGUAR,68
2025-09-22,11:30 AM,GAVIOTA,93
2025-09-22,10:30 AM,VACA,26
2025-09-22,08:30 AM,CULEBRA,36
2025-09-21,07:30 PM,ALACRAN,04
2025-09-21,06:30 PM,CAMALEON,60
2025-09-21,05:30 PM,HIPOPOTAMO,73
2025-09-21,04:30 PM,CIEMPIES,03
2025-09-21,03:30 PM,PANTERA,59
2025-09-21,02:30 PM,CABALLO,12
2025-09-21,01:30 PM,BUFALO,38
2025-09-21,12:30 PM,GRILLO,54
2025-09-21,11:30 AM,AVESTRUZ,67
2025-09-21,10:30 AM,HAMSTER,85
2025-09-21,09:30 AM,PANDA,61
2025-09-21,08:30 AM,ELEFANTE,29
2025-09-20,07:30 PM,CAMARON,84
2025-09-20,06:30 PM,PERRO,27
2025-09-20,05:30 PM,GUACAMAYA,71
2025-09-20,04:30 PM,COCODRILO,98
2025-09-20,03:30 PM,CANARIO,50
2025-09-20,02:30 PM,CARACOL,53
2025-09-20,01:30 PM,LEON,05
2025-09-20,10:30 AM,CONEJO,69
2025-09-20,09:30 AM,PERICO,07
2025-09-20,08:30 AM,CANGREJO,63
2025-09-19,07:30 PM,DELFIN,0
2025-09-19,06:30 PM,LOBO,66
2025-09-19,04:30 PM,CHIGUIRE,44
2025-09-19,03:30 PM,ARDILLA,32
2025-09-19,02:30 PM,TUCAN,42
2025-09-19,01:30 PM,GALLINA,25
2025-09-19,12:30 PM,BUEY,86
2025-09-19,11:30 AM,PERRO,27
2025-09-19,10:30 AM,LORO,97
2025-09-19,09:30 AM,ANTILOPE,78
2025-09-19,08:30 AM,CANARIO,50
2025-09-18,07:30 PM,HORMIGA,58
2025-09-18,06:30 PM,CISNE,92
2025-09-18,05:30 PM,CABALLO,12
2025-09-18,04:30 PM,CAMELLO,22
2025-09-18,03:30 PM,PAUJIL,94
2025-09-18,02:30 PM,CACHICAMO,62
2025-09-18,01:30 PM,MONO,13
2025-09-18,12:30 PM,HURON,90
2025-09-18,11:30 AM,ESCARABAJO,95
2025-09-18,10:30 AM,PAVO,17
2025-09-18,09:30 AM,PEREZA,49
2025-09-18,08:30 AM,ANGUILA,89
2025-09-17,07:30 PM,CAMARON,84
2025-09-17,06:30 PM,PANDA,61
2025-09-17,05:30 PM,TORO,02
2025-09-17,03:30 PM,HIPOPOTAMO,73
2025-09-17,02:30 PM,GARZA,45
2025-09-17,01:30 PM,MORROCOY,91
2025-09-17,12:30 PM,ZAMURO,28
2025-09-17,11:30 AM,BUHO,83
2025-09-17,10:30 AM,PELICANO,51
2025-09-17,09:30 AM,CAMALEON,60
2025-09-16,07:30 PM,PERRO,27
2025-09-16,06:30 PM,CARACOL,53
2025-09-16,04:30 PM,RINOCERONTE,76
2025-09-16,03:30 PM,HAMSTER,85
2025-09-16,02:30 PM,BUEY,86
2025-09-16,01:30 PM,CANGURO,41
2025-09-16,11:30 AM,CARNERO,01
2025-09-16,10:30 AM,CIEMPIES,03
2025-09-16,09:30 AM,BALLENA,0
2025-09-16,08:30 AM,LECHUZA,39
2025-09-15,07:30 PM,ELEFANTE,29
2025-09-15,06:30 PM,BURRO,18
2025-09-15,05:30 PM,LECHUZA,39
2025-09-15,04:30 PM,PUERCOESPIN,48
2025-09-15,01:30 PM,VENADO,34
2025-09-15,11:30 AM,TUCAN,42
2025-09-15,10:30 AM,CARNERO,01
2025-09-15,09:30 AM,ARDILLA,32
2025-09-15,08:30 AM,CAMALEON,60
2025-09-14,07:30 PM,ESCARABAJO,95
2025-09-14,06:30 PM,GALLO,21
2025-09-14,05:30 PM,LORO,97
2025-09-14,04:30 PM,PERICO,07
2025-09-14,03:30 PM,CEBRA,23
2025-09-14,02:30 PM,BISONTE,70
2025-09-14,01:30 PM,ZAMURO,28
2025-09-14,12:30 PM,JAGUAR,68
2025-09-14,11:30 AM,ANTILOPE,78
2025-09-14,10:30 AM,DELFIN,0
2025-09-14,09:30 AM,GORILA,72
2025-09-14,08:30 AM,CHIGUIRE,44
2025-09-13,07:30 PM,BUEY,86
2025-09-13,06:30 PM,TUCAN,42
2025-09-13,04:30 PM,CANARIO,50
2025-09-13,03:30 PM,PEREZA,49
2025-09-13,02:30 PM,MORROCOY,91
2025-09-13,01:30 PM,CARACOL,53
2025-09-13,12:30 PM,TORO,02
2025-09-13,11:30 AM,VACA,26
2025-09-13,10:30 AM,CANGURO,41
2025-09-13,09:30 AM,CEBRA,23
2025-09-13,08:30 AM,GALLINA,25
2025-09-12,07:30 PM,RINOCERONTE,76
2025-09-12,06:30 PM,BUHO,83
2025-09-12,05:30 PM,HIPOPOTAMO,73
2025-09-12,02:30 PM,CAIMAN,30
2025-09-12,01:30 PM,GARZA,45
2025-09-12,12:30 PM,CISNE,92
2025-09-12,11:30 AM,PAUJIL,94
2025-09-12,10:30 AM,JAGUAR,68
2025-09-12,09:30 AM,TIGRE,10
2025-09-12,08:30 AM,HURON,90
2025-09-11,07:30 PM,HAMSTER,85
2025-09-11,06:30 PM,IGUANA,24
2025-09-11,05:30 PM,PELICANO,51
2025-09-11,03:30 PM,LEON,05
2025-09-11,12:30 PM,PAVO,17
2025-09-11,11:30 AM,HORMIGA,58
2025-09-11,10:30 AM,MORROCOY,91
2025-09-11,09:30 AM,PESCADO,33
2025-09-11,08:30 AM,ANGUILA,89
2025-09-10,07:30 PM,BUFALO,38
2025-09-10,06:30 PM,CACHICAMO,62
2025-09-10,05:30 PM,PANTERA,59
2025-09-10,04:30 PM,AVESTRUZ,67
2025-09-10,03:30 PM,PERRO,27
2025-09-10,02:30 PM,PANDA,61
2025-09-10,01:30 PM,CAMARON,84
2025-09-10,11:30 AM,GORILA,72
2025-09-10,10:30 AM,GUACAMAYA,71
2025-09-10,09:30 AM,TIGRE,10
2025-09-10,08:30 AM,CONEJO,69
2025-09-09,06:30 PM,CEBRA,23
2025-09-09,05:30 PM,OSO,16
2025-09-09,04:30 PM,PATO,57
2025-09-09,03:30 PM,CULEBRA,36
2025-09-09,02:30 PM,COCODRILO,98
2025-09-09,01:30 PM,GATO,11
2025-09-09,12:30 PM,ANGUILA,89
2025-09-09,11:30 AM,CHIVO,19
2025-09-09,10:30 AM,CABALLO,12
2025-09-09,09:30 AM,TURPIAL,74
2025-09-09,08:30 AM,MONO,13
2025-09-08,07:30 PM,MARIPOSA,43
2025-09-08,06:30 PM,GRILLO,54
2025-09-08,05:30 PM,ZAMURO,28
2025-09-08,04:30 PM,RANA,06
2025-09-08,03:30 PM,CHIGUIRE,44
2025-09-08,02:30 PM,LOBO,66
2025-09-08,01:30 PM,MURCIELAGO,80
2025-09-08,12:30 PM,GORILA,72
2025-09-08,11:30 AM,ZORRO,15
2025-09-08,10:30 AM,BUHO,83
2025-09-08,09:30 AM,AVISPA,40
2025-09-08,08:30 AM,RINOCERONTE,76
2025-09-07,07:30 PM,CABALLO,12
2025-09-07,06:30 PM,GAVILAN,64
2025-09-07,05:30 PM,LORO,97
2025-09-07,04:30 PM,BALLENA,0
2025-09-07,03:30 PM,PALOMA,14
2025-09-07,02:30 PM,PUERCOESPIN,48
2025-09-07,01:30 PM,CARNERO,01
2025-09-07,12:30 PM,BUEY,86
2025-09-07,11:30 AM,TORTUGA,37
2025-09-07,10:30 AM,TORO,02
2025-09-07,09:30 AM,JIRAFA,35
2025-09-07,08:30 AM,PERICO,07
2025-09-06,07:30 PM,ZAMURO,28
2025-09-06,06:30 PM,ELEFANTE,29
2025-09-06,05:30 PM,PUMA,46
2025-09-06,04:30 PM,LECHUZA,39
2025-09-06,03:30 PM,HURON,90
2025-09-06,02:30 PM,RINOCERONTE,76
2025-09-06,01:30 PM,PANTERA,59
2025-09-06,12:30 PM,CANGREJO,63
2025-09-06,10:30 AM,AVESTRUZ,67
2025-09-06,09:30 AM,CAMELLO,22
2025-09-06,08:30 AM,CUERVO,81
2025-09-05,07:30 PM,CAMALEON,60
2025-09-05,06:30 PM,HIPOPOTAMO,73
2025-09-05,04:30 PM,HORMIGA,58
2025-09-05,03:30 PM,PUERCOESPIN,48
2025-09-05,02:30 PM,PESCADO,33
2025-09-05,01:30 PM,BALLENA,0
2025-09-05,12:30 PM,CABRA,87
2025-09-05,11:30 AM,VENADO,34
2025-09-05,10:30 AM,TORO,02
2025-09-05,09:30 AM,CANGURO,41
2025-09-05,08:30 AM,GALLINA,25
2025-09-04,07:30 PM,COCODRILO,98
2025-09-04,06:30 PM,CAMARON,84
2025-09-04,05:30 PM,GUACAMAYA,71
2025-09-04,04:30 PM,BUEY,86
2025-09-04,02:30 PM,LECHUZA,39
2025-09-04,01:30 PM,GRILLO,54
2025-09-04,12:30 PM,PULPO,52
2025-09-04,11:30 AM,ALACRAN,04
2025-09-04,10:30 AM,MORROCOY,91
2025-09-04,08:30 AM,CHIVO,19
2025-09-03,07:30 PM,CULEBRA,36
2025-09-03,06:30 PM,GORILA,72
2025-09-03,05:30 PM,RINOCERONTE,76
2025-09-03,04:30 PM,ESCARABAJO,95
2025-09-03,03:30 PM,PUMA,46
2025-09-03,02:30 PM,ELEFANTE,29
2025-09-03,01:30 PM,HAMSTER,85
2025-09-03,12:30 PM,CIEMPIES,03
2025-09-03,11:30 AM,PALOMA,14
2025-09-03,10:30 AM,CANGURO,41
2025-09-03,09:30 AM,PANDA,61
2025-09-03,08:30 AM,RATON,08
2025-09-02,07:30 PM,LORO,97
2025-09-02,05:30 PM,BUEY,86
2025-09-02,04:30 PM,MURCIELAGO,80
2025-09-02,03:30 PM,AVESTRUZ,67
2025-09-02,02:30 PM,CAMALEON,60
2025-09-02,01:30 PM,PAUJIL,94
2025-09-02,12:30 PM,BUHO,83
2025-09-02,11:30 AM,COCODRILO,98
2025-09-02,10:30 AM,CANARIO,50
2025-09-02,09:30 AM,CHIGUIRE,44
2025-09-02,08:30 AM,BALLENA,0
2025-09-01,07:30 PM,CAMARON,84
2025-09-01,06:30 PM,LOBO,66
2025-09-01,05:30 PM,DELFIN,0
2025-09-01,04:30 PM,PANTERA,59
2025-09-01,03:30 PM,COCODRILO,98
2025-09-01,02:30 PM,AVISPA,40
2025-09-01,12:30 PM,MARIPOSA,43
2025-09-01,11:30 AM,GORILA,72
2025-09-01,10:30 AM,CARNERO,01
2025-09-01,09:30 AM,PAUJIL,94
2025-09-01,08:30 AM,GALLO,21
2025-08-31,07:30 PM,VACA,26
2025-08-31,06:30 PM,GARZA,45
2025-08-31,05:30 PM,BUHO,83
2025-08-31,04:30 PM,CHIVO,19
2025-08-31,03:30 PM,BUEY,86
2025-08-31,02:30 PM,PEREZA,49
2025-08-31,01:30 PM,HIPOPOTAMO,73
2025-08-31,12:30 PM,GAVIOTA,93
2025-08-31,11:30 AM,ANTILOPE,78
2025-08-31,10:30 AM,TIGRE,10
2025-08-31,08:30 AM,CANGURO,41
2025-08-30,07:30 PM,HAMSTER,85
2025-08-30,06:30 PM,HORMIGA,58
2025-08-30,05:30 PM,HURON,90
2025-08-30,04:30 PM,CAIMAN,30
2025-08-30,03:30 PM,TORO,02
2025-08-30,02:30 PM,GUACAMAYA,71
2025-08-30,01:30 PM,CISNE,92
2025-08-30,12:30 PM,GAVILAN,64
2025-08-30,11:30 AM,CALAMAR,79
2025-08-30,10:30 AM,ZAMURO,28
2025-08-30,09:30 AM,RANA,06
2025-08-30,08:30 AM,LEON,05
2025-08-29,07:30 PM,PELICANO,51
2025-08-29,06:30 PM,BISONTE,70
2025-08-29,05:30 PM,TUCAN,42
2025-08-29,04:30 PM,ZORRO,15
2025-08-29,03:30 PM,MORROCOY,91
2025-08-29,02:30 PM,TIBURON,56
2025-08-29,01:30 PM,GALLINA,25
2025-08-29,12:30 PM,ALACRAN,04
2025-08-29,11:30 AM,PERICO,07
2025-08-29,10:30 AM,LAPA,31
2025-08-29,09:30 AM,ARDILLA,32
2025-08-29,08:30 AM,AGUILA,09
2025-08-28,06:30 PM,PATO,57
2025-08-28,04:30 PM,PEREZA,49
2025-08-28,03:30 PM,JAGUAR,68
2025-08-28,02:30 PM,CACHICAMO,62
2025-08-28,01:30 PM,ESCARABAJO,95
2025-08-28,12:30 PM,IGUANA,24
2025-08-28,11:30 AM,OSO,16
2025-08-28,10:30 AM,GATO,11
2025-08-28,09:30 AM,BUFALO,38
2025-08-28,08:30 AM,HURON,90
2025-08-27,07:30 PM,LOBO,66
2025-08-27,06:30 PM,GRILLO,54
2025-08-27,05:30 PM,JIRAFA,35
2025-08-27,04:30 PM,AVISPA,40
2025-08-27,03:30 PM,HORMIGA,58
2025-08-27,02:30 PM,CUERVO,81
2025-08-27,01:30 PM,CHIGUIRE,44
2025-08-27,12:30 PM,CARNERO,01
2025-08-27,11:30 AM,MORROCOY,91
2025-08-27,10:30 AM,BURRO,18
2025-08-27,09:30 AM,MURCIELAGO,80
2025-08-27,08:30 AM,COCODRILO,98
2025-08-26,07:30 PM,CANGREJO,63
2025-08-26,06:30 PM,MONO,13
2025-08-26,05:30 PM,PANTERA,59
2025-08-26,04:30 PM,CABRA,87
2025-08-26,03:30 PM,PAVO,17
2025-08-26,02:30 PM,HIPOPOTAMO,73
2025-08-26,01:30 PM,CAMARON,84
2025-08-26,12:30 PM,BUFALO,38
2025-08-26,11:30 AM,ARDILLA,32
2025-08-26,10:30 AM,GARZA,45
2025-08-26,09:30 AM,ANGUILA,89
2025-08-26,08:30 AM,GORILA,72
2025-08-25,07:30 PM,AVESTRUZ,67
2025-08-25,06:30 PM,DELFIN,0
2025-08-25,05:30 PM,CARACOL,53
2025-08-25,04:30 PM,OSO,16
2025-08-25,03:30 PM,CISNE,92
2025-08-25,02:30 PM,GAVIOTA,93
2025-08-25,01:30 PM,TORTUGA,37
2025-08-25,12:30 PM,RINOCERONTE,76
2025-08-25,11:30 AM,CANGURO,41
2025-08-25,10:30 AM,CABALLO,12
2025-08-25,09:30 AM,GATO,11
2025-08-25,08:30 AM,ESCARABAJO,95
2025-08-24,06:30 PM,CEBRA,23
2025-08-24,05:30 PM,VENADO,34
2025-08-24,04:30 PM,CANARIO,50
2025-08-24,03:30 PM,CAMELLO,22
2025-08-24,02:30 PM,LOBO,66
2025-08-24,01:30 PM,BUHO,83
2025-08-24,12:30 PM,JAGUAR,68
2025-08-24,11:30 AM,LORO,97
2025-08-24,10:30 AM,MURCIELAGO,80
2025-08-24,09:30 AM,ELEFANTE,29
2025-08-24,08:30 AM,PAUJIL,94
2025-08-23,06:30 PM,CAMARON,84
2025-08-23,05:30 PM,ANTILOPE,78
2025-08-23,04:30 PM,LECHUZA,39
2025-08-23,03:30 PM,PATO,57
2025-08-23,02:30 PM,PERICO,07
2025-08-23,01:30 PM,CULEBRA,36
2025-08-23,11:30 AM,BUEY,86
2025-08-23,10:30 AM,GARZA,45
2025-08-23,09:30 AM,ZAMURO,28
2025-08-23,08:30 AM,GATO,11
2025-08-22,06:30 PM,BURRO,18
2025-08-22,05:30 PM,CAMALEON,60
2025-08-22,04:30 PM,HAMSTER,85
2025-08-22,03:30 PM,CEBRA,23
2025-08-22,02:30 PM,CUERVO,81
2025-08-22,01:30 PM,PEREZA,49
2025-08-22,12:30 PM,GRILLO,54
2025-08-22,11:30 AM,PULPO,52
2025-08-22,10:30 AM,PUMA,46
2025-08-22,09:30 AM,CACHICAMO,62
2025-08-22,08:30 AM,MORROCOY,91
2025-08-21,06:30 PM,TORTUGA,37
2025-08-21,05:30 PM,LAPA,31
2025-08-21,04:30 PM,BALLENA,0
2025-08-21,03:30 PM,PAUJIL,94
2025-08-21,02:30 PM,AVESTRUZ,67
2025-08-21,01:30 PM,GALLO,21
2025-08-21,12:30 PM,CARNERO,01
2025-08-21,11:30 AM,BISONTE,70
2025-08-21,10:30 AM,PANTERA,59
2025-08-21,09:30 AM,TIGRE,10
2025-08-21,08:30 AM,ZORRO,15
2025-08-20,07:30 PM,TUCAN,42
2025-08-20,06:30 PM,PANDA,61
2025-08-20,05:30 PM,AVISPA,40
2025-08-20,04:30 PM,VACA,26
2025-08-20,03:30 PM,PESCADO,33
2025-08-20,02:30 PM,HORMIGA,58
2025-08-20,01:30 PM,GALLO,21
2025-08-20,12:30 PM,JIRAFA,35
2025-08-20,11:30 AM,TORO,02
2025-08-20,10:30 AM,CEBRA,23
2025-08-20,09:30 AM,CHIVO,19
2025-08-20,08:30 AM,GUACAMAYA,71
2025-08-19,06:30 PM,CUCARACHA,82
2025-08-19,05:30 PM,CHIGUIRE,44
2025-08-19,04:30 PM,VACA,26
2025-08-19,03:30 PM,OSO,16
2025-08-19,02:30 PM,CAMARON,84
2025-08-19,01:30 PM,CISNE,92
2025-08-19,12:30 PM,TIGRE,10
2025-08-19,11:30 AM,TIBURON,56
2025-08-19,10:30 AM,TUCAN,42
2025-08-19,09:30 AM,LECHUZA,39
2025-08-19,08:30 AM,CARACOL,53
2025-08-18,07:30 PM,TORTUGA,37
2025-08-18,06:30 PM,DELFIN,0
2025-08-18,05:30 PM,CABALLO,12
2025-08-18,04:30 PM,TURPIAL,74
2025-08-18,03:30 PM,LAPA,31
2025-08-18,02:30 PM,ALACRAN,04
2025-08-18,01:30 PM,PATO,57
2025-08-18,12:30 PM,GALLO,21
2025-08-18,11:30 AM,JIRAFA,35
2025-08-18,10:30 AM,CUCARACHA,82
2025-08-18,09:30 AM,ANTILOPE,78
2025-08-18,08:30 AM,PESCADO,33
2025-08-17,07:30 PM,CARNERO,01
2025-08-17,06:30 PM,COCODRILO,98
2025-08-17,05:30 PM,LEON,05
2025-08-17,04:30 PM,PUMA,46
2025-08-17,03:30 PM,GAVILAN,64
2025-08-17,02:30 PM,CONEJO,69
2025-08-17,01:30 PM,VACA,26
2025-08-17,12:30 PM,GALLINA,25
2025-08-17,11:30 AM,AGUILA,09
2025-08-17,10:30 AM,MARIPOSA,43
2025-08-17,09:30 AM,CANGURO,41
2025-08-16,07:30 PM,CACHICAMO,62
2025-08-16,06:30 PM,PAUJIL,94
2025-08-16,05:30 PM,CUERVO,81
2025-08-16,04:30 PM,ARDILLA,32
2025-08-16,02:30 PM,GALLO,21
2025-08-16,01:30 PM,GAVIOTA,93
2025-08-16,12:30 PM,HURON,90
2025-08-16,11:30 AM,PULPO,52
2025-08-16,10:30 AM,ELEFANTE,29
2025-08-16,09:30 AM,HIPOPOTAMO,73
2025-08-16,08:30 AM,GRILLO,54
2025-08-15,07:30 PM,CEBRA,23
2025-08-15,06:30 PM,RATON,08
2025-08-15,05:30 PM,CANGREJO,63
2025-08-15,04:30 PM,LOBO,66
2025-08-15,03:30 PM,JIRAFA,35
2025-08-15,02:30 PM,CABRA,87
2025-08-15,01:30 PM,MARIPOSA,43
2025-08-15,12:30 PM,PANTERA,59
2025-08-15,11:30 AM,PERRO,27
2025-08-15,09:30 AM,ELEFANTE,29
2025-08-15,08:30 AM,LORO,97
2025-08-14,07:30 PM,DELFIN,0
2025-08-14,06:30 PM,ARDILLA,32
2025-08-14,05:30 PM,PATO,57
2025-08-14,03:30 PM,CIEMPIES,03
2025-08-14,02:30 PM,TURPIAL,74
2025-08-14,01:30 PM,PELICANO,51
2025-08-14,12:30 PM,VENADO,34
2025-08-14,11:30 AM,CAMELLO,22
2025-08-14,10:30 AM,GARZA,45
2025-08-14,09:30 AM,HIPOPOTAMO,73
2025-08-14,08:30 AM,TORO,02
2025-08-13,07:30 PM,LECHUZA,39
2025-08-13,06:30 PM,CANARIO,50
2025-08-13,05:30 PM,CARACOL,53
2025-08-13,03:30 PM,MONO,13
2025-08-13,02:30 PM,PAUJIL,94
2025-08-13,01:30 PM,CAMELLO,22
2025-08-13,12:30 PM,BISONTE,70
2025-08-13,11:30 AM,CACHICAMO,62
2025-08-13,10:30 AM,PESCADO,33
2025-08-13,09:30 AM,RINOCERONTE,76
2025-08-12,07:30 PM,GAVILAN,64
2025-08-12,06:30 PM,CARNERO,01
2025-08-12,05:30 PM,BALLENA,0
2025-08-12,04:30 PM,TUCAN,42
2025-08-12,03:30 PM,RATON,08
2025-08-12,02:30 PM,JAGUAR,68
2025-08-12,01:30 PM,ANGUILA,89
2025-08-12,12:30 PM,COCODRILO,98
2025-08-12,11:30 AM,CHIGUIRE,44
2025-08-12,10:30 AM,GALLINA,25
2025-08-12,09:30 AM,HURON,90
2025-08-12,08:30 AM,LEON,05
2025-08-11,07:30 PM,BURRO,18
2025-08-11,06:30 PM,BUHO,83
2025-08-11,05:30 PM,HORMIGA,58
2025-08-11,04:30 PM,ZAMURO,28
2025-08-11,03:30 PM,GAVIOTA,93
2025-08-11,02:30 PM,CHIVO,19
2025-08-11,01:30 PM,CANGURO,41
2025-08-11,12:30 PM,PAVO,17
2025-08-11,11:30 AM,BUEY,86
2025-08-11,09:30 AM,PUERCOESPIN,48
2025-08-11,08:30 AM,CONEJO,69
2025-08-10,07:30 PM,ANTILOPE,78
2025-08-10,06:30 PM,ELEFANTE,29
2025-08-10,05:30 PM,CANARIO,50
2025-08-10,04:30 PM,PUMA,46
2025-08-10,03:30 PM,VENADO,34
2025-08-10,02:30 PM,ESCARABAJO,95
2025-08-10,01:30 PM,TUCAN,42
2025-08-10,12:30 PM,PATO,57
2025-08-10,11:30 AM,CAMALEON,60
2025-08-10,10:30 AM,AVISPA,40
2025-08-10,08:30 AM,PEREZA,49
2025-08-09,07:30 PM,GALLINA,25
2025-08-09,06:30 PM,GORILA,72
2025-08-09,05:30 PM,BISONTE,70
